"","OMSID","round","ParticipantID","Scenario","t1Diagnoses","t1DiagnosisScore","t1Likelihoods","t1Confidence","t1Severity","t2Diagnoses","t2Likelihoods","t2Confidence","t2Severity","t2SeniorReview","t2InvestigationsComplete","OMSScore","t2ExtraInvestigations","SCENARIO","CURRENT.SCENARIO.VERSION","SCENARIO.VERSION.PLAYED","SCORE....","TIME.SPENT","DATE","SCENARIO.ATTEMPT..","Quest.2.PIN","scenGroup","scenNum","orderNum","t1numOfDiagnoses","t2numOfDiagnoses","t1HighestLikelihood","t2HighestLikelihood","severityChange","confidenceChange","t1numOfDiagnosesChange","diagnosticChange","calibrationByDiff","sbarStart","helpStart","totalHelpStart","pewsScore","totalActions","uniqueActions","filteredActions","actionVector","actTimesVector","historyActionsVector","examsActionsVector","testingActionsVector","treatmentActionsVector","numOfHistoryActions","numOfExamActions","numOfTestingActions","numOfTreatmentActions","numOfActionsAfterHistory","numOfHistoryActionsBeforePause","numOfHistoryActionsAfterPause","numOfExamActionsBeforePause","numOfExamActionsAfterPause","percentageHistory","numOfTestingActionsBeforePause","numOfTestingActionsAfterPause","percentageTesting","numOfTreatmentActionsBeforePause","numOfTreatmentActionsAfterPause","historyVectorBeforePause","numOfActionsBeforePause","numOfActionsAfterPause","numOfDiagnosesLabel","initialConfidenceLabel","infoVal","infoValHistory","infoValExams","infoValTesting","infoValHistoryBeforePause","infoValBeforePause","infoValAfterPause","infoValAfterHistory"
"54",22,4,"B28","Seizure","febrile convulsion, epleptic seizure, bronchiolitis, VIW",0.59,"5,5,2,2",5,9,"tonsilitis, URTI, febrile seizure, meningitis, encephalitis","5,5,5,3,2",8,2,0.68,0,74,"would ask for more detail about PMHx and do ENT examination once long enough post seizure","Katy, Seizure, A-E Assessment [SNP004UK]","V1.0.0.0","V1.0.0.0",73.87,"13m 33s","13/12/2023 15:54",4,"No","AS",2,4,4,5,5,5,-7,3,1,11,0.925,649,Inf,649,4,54,49,21,"0
1
1
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
1
1
1
0
0
0
1
0
0
1
1
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
1
0
0
0
0
0
0
0","0
552
586
0
0
0
0
0
466
0
0
582
0
0
0
0
0
0
750
0
75
0
0
0
0
0
0
0
0
0
0
0
0
0
0
89
500
220
0
538
729
212
0
0
0
152
0
0
252
769
756
654
713
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
414
678
0
0
0
392
0
0
0
0
0
0
0","0
1
1
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
1
1
1
0
0
0
1
0
0
1
1
1
1
1
0
0
0
0
0
0
0
0
0
0
0","0
0
0
0
0
1
1
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",6,12,3,1,15,1,5,5,7,0.166666666666667,0,3,1,0,1,"presenting complaint",16,38,"high","low",114.635909485252,34.0765559732665,51.6704646230962,28.8888888888889,-4.11111111111111,32.287134502924,26.9437876365121,80.5593535119851
"55",22,5,"C21","DKA","DKA, hypoglycaemia",0.33,"5,5",7,7,"DKA","5",9,7,0.15,0,52,"A more detailed history of SOCRATES, DMHx, FHx, SHx","Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]","V1.0.0.0","V1.0.0.0",51.99,"15m 10s","08/01/2024 14:47",1,"No","DP",1,2,2,1,5,5,0,2,-1,3,0.577777777777778,495,666,495,2,52,45,19,"1
1
1
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
1
0
0
0
0
1
0
0
0
1
0
1
0
0
0
1
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
1","244
566
570
0
0
0
0
0
849
726
0
0
0
0
0
0
0
0
0
0
195
553
0
0
0
0
774
0
0
0
0
578
0
0
0
136
0
347
0
0
0
141
266
0
0
0
0
0
300
0
0
0
0
0
0
0
0
0
0
401
0
0
597
0
0
0
0
0
0
0
0
297
0
0
158
0
0
0
0
0
0
633","1
1
1
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
1
0
0
0
0
1
0
0
0","1
0
1
0
0
0
1
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
1
0","0
0
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
1","0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",9,7,3,0,10,2,7,4,2,0.222222222222222,2,1,0.333333333333333,0,0,"past medical history
presenting complaint",14,38,"low","high",-7.61424993605577,-25.809867067966,13.7288683634373,4.4667487684729,-10.3041871921182,9.67149014778325,-2.10148877941982,18.1956171319102
"56",22,6,"C22","Seizure","Febrile seizure, epilepsy",0.64,"5,4",8,8,"Febrile convulsion, epilepsy, meningitis, DKA, brain bleed","5,2,1,1,1",8,7,0.24,0,64,"CT head, feraPAIN score, neuro exam","Katy, Seizure, A-E Assessment [SNP004UK]","V1.0.0.0","V1.0.0.0",64.23,"12m 47s","14/02/2024 14:20",5,"No","AS",2,4,2,5,5,5,-1,0,3,4,0.8,454,Inf,454,0,39,33,14,"1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
1
1
0
0
0
1
1
0
1
0
0
1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","234
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
63
0
0
0
0
0
0
0
0
0
0
0
0
0
0
97
678
350
0
0
250
273
0
0
0
181
308
0
149
0
0
645
0
0
0
0
0
0
0
0
0
727
0
0
0
0
0
0
0
0
227
0
0
0
600
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
0
1
1
0
0
0
1
1
0
1
0
0
1
0
0
0
0
0
0
0
0
0
1
0
0","0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0",2,10,2,1,12,2,0,5,5,1,1,1,0.5,1,0,"past medical history
presenting complaint",15,24,"low","high",34.1988992088063,-7.08479532163742,21.9503611971104,19.3333333333333,-7.08479532163742,29.3134502923977,7.81814122410097,41.2836945304438
"57",23,1,"A4","DKA","DKA, Gastroenteritis, Tonsilitis",0.71,"5,3,2",7,6,"DKA, Gastroenteritis, Tonsilitis","5,2,1",8,7,0.16,1,39,"","Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]","V1.0.0.0","V1.0.0.0",39.19,"7m 39s","11/09/2023 14:22",2,"No","DP",1,2,3,3,5,5,1,1,0,2,0.4875,192,408,192,2,33,31,10,"1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0","280
0
0
0
0
0
0
0
293
0
0
0
0
0
0
0
0
0
0
0
258
0
0
0
0
0
0
0
0
0
0
0
0
0
0
318
240
342
0
0
0
0
0
0
0
0
0
0
45
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
102
0
0
0
0
0
123
0
0
0
0
0
198
0
0
0
0","1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","0
1
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0","0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",3,4,3,0,7,3,0,4,0,1,3,0,0,0,0,"past medical history
history of presenting complaint
presenting complaint",22,11,"low","high",-13.2938902572523,-23.8041871921182,9.03807471264368,1.47222222222223,-10.3041871921182,-9.25954433497537,-5.50656814449918,10.5102969348659
"58",23,3,"B20","DKA","DKA, hypoglycaemia",0.38,"5,3",7,9,"DKA, hypoglycaemia","5,3",8,8,0.38,1,66,"","Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]","V1.0.0.0","V1.0.0.0",58.38,"14m 12s","06/11/2023 16:19",3,"No","DP",1,2,2,2,5,5,-1,1,0,2,0.825,351,628,351,3,47,40,15,"1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
1
1
1
1
0
1
0
0
1
0
0
0
0","514
0
0
0
0
0
0
0
367
0
0
0
0
0
0
0
0
0
0
0
92
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
176
0
0
95
98
0
0
0
0
0
0
127
0
0
0
0
0
0
0
0
0
0
603
0
0
0
0
0
521
0
0
0
688
436
171
490
0
213
0
0
614
0
0
0
0","1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","0
0
1
0
0
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0","0
1
0
0
0
1
1
1
1
0
1
0
0
1
0
0
0
0","0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",3,5,7,0,12,1,2,4,1,0.333333333333333,2,5,0.714285714285714,0,0,"presenting complaint",17,30,"low","high",36.3821706362936,-23.8041871921182,23.8969727590417,36.2893850693701,-10.3041871921182,25.7553709409032,1.85851122058018,60.1863578284118
"59",23,4,"B20","Pneumonia","sepsis, acute severe asthma attack, pneumonia",0.46,"4,3,2",6,7,"sepsis, acute astham excerbation","5,3",8,7,0.16,1,65,"","Sam, Pneumonia A-E Assessment [SNP011UK]","V1.0.0.0","V1.0.0.0",65.45,"16m 1s","13/12/2023 12:44",2,"No","DP",2,3,3,2,4,5,0,2,-1,3,0.8125,697,Inf,697,4,71,51,24,"1
0
1
1
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
1
1
0
0
1
1
1
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
1
0
1
0
1
1
0
0
0
1
0
0
1
0
1
1
0","163
0
455
786
609
0
0
0
123
0
0
0
0
0
0
0
0
0
0
0
59
0
0
0
0
0
0
742
0
0
0
0
0
0
0
0
338
65
0
0
143
85
586
257
0
0
0
0
168
0
0
0
0
0
0
0
0
0
0
779
0
0
0
0
411
427
0
445
0
852
529
0
0
0
290
0
0
503
0
471
570
0","1
0
1
1
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0","0
1
1
0
0
1
1
1
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0","1
1
0
1
0
1
1
0
0
0
1
0
0
1
0
1
1
0","1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0",7,8,9,2,17,3,4,6,2,0.428571428571429,1,8,0.888888888888889,1,1,"past medical history
history of presenting complaint
presenting complaint",15,56,"low","low",47.3282811194653,5.25015873015872,22.9878446115288,19.0902777777778,-10.08,-6.49666666666666,40.0532690421707,42.0781223893066
"60",23,4,"B21","Seizure","febrile convulsions, first epilepsy, tonsilitis, epiglottis, sepsis, tumour, meningitis encephalitis",0.61,"4,4,4,3,2,2,4",7,7,"febrile convulsion, epilepsy, sepsis, meningitis, encephalitis","5,3,2,2,2",10,7,0.79,1,65,"","Sam, Pneumonia A-E Assessment [SNP011UK]","V1.0.0.0","V1.0.0.0",65.45,"16m 1s","13/12/2023 12:44",2,"No","AS",2,4,7,5,4,5,0,3,-2,5,0.65,697,Inf,697,4,71,51,24,"1
0
1
1
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
1
1
0
0
1
1
1
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
1
0
1
0
1
1
0
0
0
1
0
0
1
0
1
1
0","163
0
455
786
609
0
0
0
123
0
0
0
0
0
0
0
0
0
0
0
59
0
0
0
0
0
0
742
0
0
0
0
0
0
0
0
338
65
0
0
143
85
586
257
0
0
0
0
168
0
0
0
0
0
0
0
0
0
0
779
0
0
0
0
411
427
0
445
0
852
529
0
0
0
290
0
0
503
0
471
570
0","1
0
1
1
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0","0
1
1
0
0
1
1
1
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0","1
1
0
1
0
1
1
0
0
0
1
0
0
1
0
1
1
0","1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0",7,8,9,2,17,3,4,6,2,0.428571428571429,1,8,0.888888888888889,1,1,"past medical history
history of presenting complaint
presenting complaint",15,56,"high","high",60.4485470025331,5.40270467836258,26.495363855271,28.5504784688995,-7.08479532163742,20.8801169590643,18.3774212715389,55.0458423241705
"61",23,5,"C23","DKA","DKA, hyperglycema hypeno strop",0.45,"5,1",8,7,"DKA","5",8,7,0.21,0,62,"Fluid balance & U&Es ","Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]","V1.0.0.0","V1.0.0.0",62.49,"15m 48s","08/01/2024 16:00",4,"No","DP",1,2,2,1,5,5,0,0,-1,1,0.775,324,378,324,2,47,40,16,"1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
0
1
0
0
1
1
0
0
0
0
0
0
1
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
1
0
0
1
0
0
1
0
0
0
0","352
0
0
0
0
0
0
0
99
0
0
0
0
0
0
0
0
0
0
0
78
0
0
0
0
0
0
599
0
0
0
0
0
0
0
165
0
193
0
0
201
460
0
0
0
0
0
0
123
0
187
0
0
691
0
0
0
0
0
0
0
0
0
0
0
476
0
0
0
0
497
410
0
0
238
0
0
543
0
0
0
0","1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
0
1
0
0
1
1
0
0
0
0
0
0
1
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0","0
1
0
0
0
0
1
1
0
0
1
0
0
1
0
0
0
0","0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0",4,7,5,1,12,2,2,5,2,0.5,1,4,0.8,0,1,"history of presenting complaint
presenting complaint",11,36,"low","high",41.6914235693509,-14.5060505461555,27.2041552987243,28.9933188167821,-10.3041871921182,26.800013798046,0.954384236453201,56.1974741155064
"62",23,6,"C23","Pneumonia","Asthma exacerbation, anaphylaxis, sepsis",0.4,"4,2,5",7,8,"Sepsis","5",7,8,0.07,1,59,"","Sam, Pneumonia A-E Assessment [SNP011UK]","V1.0.0.0","V1.0.0.0",59.33,"18m 58s","14/02/2024 15:52",3,"No","DP",2,3,3,1,5,5,0,0,-2,2,0.842857142857143,396,540,396,4,52,47,20,"1
1
1
1
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
1
0
0
0
1
0
0
0
1
1
1
0
1
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
1
0
0
0
1
0
0
0
0
0
1
0","92
104
108
531
0
0
0
0
0
0
0
101
0
0
0
0
0
114
0
0
70
0
0
0
0
0
0
565
0
0
0
124
0
0
0
136
216
269
0
249
467
284
0
0
0
0
0
0
657
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
623
0
0
430
0
0
0
174
0
0
0
0
0
614
0","1
1
1
1
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
1
0
0
0
1
0
0
0","1
1
1
0
1
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","0
0
0
1
0
0
1
0
0
0
1
0
0
0
0
0
1
0","1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0",9,7,4,2,11,7,2,5,2,0.777777777777778,1,3,0.75,0,2,"past medical history
prescribed medications
allergies
vaccination history
parental employment
presenting complaint
family history",17,35,"low","high",17.6977237696271,-1.18255837512871,9.01917103364472,9.86111111111111,-10.08,-7.06636363636363,14.7694235588972,18.8802821447558
"63",24,1,"A13","Asthma","Asthma excerbation, sepsis, bronchiolitis, VIW, F. Body",0.55,"5,4,2,3,2",6,9,"Excerbation of asthma, sepsis, viral induced wheeze, bronchiolitis, inhalation of foreign body","5,4,2,2,1",6,9,0.12,0,62,"Cardiac examination, more detailed history including past surgical history, allergies etc","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]","V1.0.0.0","V1.0.0.0",62.29,"12m 36s","11/09/2023 13:49",1,"No","AS",1,1,5,5,5,5,0,0,0,0,1.03333333333333,448,738,448,4,46,45,16,"1
1
0
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
1
1
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","93
230
0
0
0
0
0
0
75
0
0
243
0
0
0
0
0
0
0
493
59
0
0
0
0
0
0
0
0
0
0
0
0
0
0
156
299
261
0
0
520
256
688
0
0
174
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
253
0
0
0
0
0
539
0
0
0
195
0
0
0
0
0
0
0","1
1
0
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
0
1
1
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0",6,7,3,3,10,5,1,5,2,0.833333333333333,2,1,0.333333333333333,0,3,"past medical history
prescribed medications
history of presenting complaint
vaccination history
presenting complaint",15,31,"high","low",11.1551753458197,9.2786316767838,2.27272798008093,-0.396184311045005,4.2023172905526,-2.16141456582632,5.08617511520737,1.87654366903593
"64",24,2,"A13","Seizure","Seizure, infection, sepsis, epilepsy",0.47,"5,4,2,3",5,7,"Seizure, infectio, sepsis","5,4,3",6,7,0.18,0,70,"investigate source of infection further, maybe blood cultures","Katy, Seizure, A-E Assessment [SNP004UK]","V1.0.0.0","V1.0.0.0",70.19,"20m 3s","18/10/2023 14:31",2,"No","AS",2,4,4,3,5,5,0,1,-1,2,1.16666666666667,422,Inf,422,3,61,52,23,"1
1
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
1
1
1
0
0
1
1
1
1
0
1
1
1
0
0
0
1
0
0
0
1
1
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","258
554
544
0
0
0
0
0
87
0
0
0
0
0
0
0
0
0
0
0
75
0
0
0
577
0
0
0
0
0
0
0
0
0
0
0
167
216
0
0
722
815
843
0
0
144
907
932
448
0
528
652
685
0
0
0
1119
0
0
0
778
701
0
0
0
0
0
0
0
0
484
0
0
0
613
0
0
0
0
0
0
0","1
1
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0","0
1
1
0
0
1
1
1
0
0
1
1
1
1
0
1
1
1
0
0
0
1
0
0
0
1
1
0
0","0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0",6,15,2,2,17,3,3,3,12,0.5,0,2,1,1,1,"past medical history
history of presenting complaint
presenting complaint",14,47,"high","low",84.9124729716448,19.5915935672515,45.98754607106,19.3333333333333,-7.08479532163742,20.8801169590643,40.0386594313839,65.3208794043933
"65",24,3,"B24","DKA","DKA, GI infection, glucogen secreting tumour",0.54,"5,2,2",8,8,"DKA","5",8,8,0,0,53,"systems enquiry, social services, gastro urinary catheter","Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]","V1.0.0.0","V1.0.0.0",52.9,"16m 1s","06/11/2023 16:20",2,"No","DP",1,2,3,1,5,5,0,0,-2,2,0.6625,572,670,572,2,50,46,17,"1
0
1
0
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
1
1
1
0
0
1
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
1
0
0
1
0
0
1
0
0
0
0","286
0
361
0
922
0
0
0
256
0
0
0
0
0
0
0
0
0
0
0
60
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
179
0
0
420
241
886
0
0
148
0
0
311
0
0
348
0
0
0
0
0
0
0
0
0
0
0
0
0
777
0
0
0
0
907
609
0
0
448
0
0
851
0
0
0
0","1
0
1
0
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","0
0
1
0
0
1
1
1
0
0
1
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0","0
1
0
0
0
0
1
1
0
0
1
0
0
1
0
0
0
0","0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",5,7,5,0,12,3,2,4,3,0.6,0,5,1,0,0,"past medical history
history of presenting complaint
presenting complaint",12,38,"low","high",21.3154979433623,-20.6732063308742,12.9953854574544,28.9933188167821,-10.3041871921182,25.7553709409032,-6.35061576354681,41.9887042742365
"66",24,4,"B24","Pneumonia","pneumonia, asthma, pneumothorax, DKA, meningococcal septicaemia",0.54,"5,2,1,1,3",7,6,"sepsis, asthma excerbation","5,4",8,7,0,0,71,"immunisations","Sam, Pneumonia A-E Assessment [SNP011UK]","V1.0.0.0","V1.0.0.0",71.18,"18m 56s","13/12/2023 14:29",1,"No","DP",2,3,5,2,5,5,1,1,-3,5,0.8875,549,Inf,549,4,60,56,29,"1
1
1
0
0
0
1
0
1
1
0
0
1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
1
1
0
1
1
1
0
0
0
0
1
1
0
0
1
1
0
0
0
0
1
0
1
1
0
0
1
0
1
0
0
0
1
1
0
0
0
1
0
0
1
0
0
1
0","381
424
417
0
0
0
120
0
99
657
0
0
857
0
0
0
0
0
0
0
84
0
0
0
0
0
0
0
0
0
0
820
0
0
0
0
187
261
845
0
193
205
991
0
0
0
0
881
279
0
0
917
949
0
0
0
0
134
0
463
1004
0
0
796
0
595
0
0
0
752
632
0
0
0
140
0
0
675
0
0
731
0","1
1
1
0
0
0
1
0
1
1
0
0
1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0","0
1
1
1
0
1
1
1
0
0
0
0
1
1
0
0
1
1
0
0
0
0
1
0
1
1
0
0
1","0
1
0
0
0
1
1
0
0
0
1
0
0
1
0
0
1
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",9,14,6,1,20,3,6,6,8,0.333333333333333,1,5,0.833333333333333,1,0,"ask about pain
history of presenting complaint
presenting complaint",16,44,"high","high",92.2102337587406,13.6617074471422,63.5207485338206,15.0277777777778,-10.08,-6.49666666666666,58.3055868838764,78.5485263115984
"67",24,6,"C24","Pneumonia","VIW, pneumonia, cold/flu",0.54,"2,3,4",3,3,"Asthma exacerbation, viral induced wheeze, pneumonia, sepsis","5,3,1,2",4,7,0,0,68,"Blood cultures","Sam, Pneumonia A-E Assessment [SNP011UK]","V1.0.0.0","V1.0.0.0",68.18,"19m 27s","14/02/2024 15:02",2,"No","DP",2,3,3,4,4,5,4,1,1,6,1.7,735,Inf,735,5,63,57,25,"1
0
1
1
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
1
0
0
0
1
1
1
1
0
1
1
0
1
1
1
0
1
1
1
0
1
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","635
0
906
1095
0
0
0
0
114
0
0
629
0
0
0
0
0
0
0
0
73
0
0
0
0
0
0
778
0
0
0
913
0
0
0
262
338
363
982
0
359
349
0
176
927
282
0
1008
407
1038
0
1068
0
0
941
0
0
91
0
0
0
0
0
0
0
0
0
0
0
0
821
0
0
0
300
0
0
0
0
0
0
0","1
0
1
1
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
1
0
0
0","1
1
1
1
0
1
1
0
1
1
1
0
1
1
1
0
1
0
0
1
0
0
1
0
0
0
0
0
0","0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0",8,15,2,2,17,2,6,5,9,0.25,1,1,0.5,1,1,"history of presenting complaint
presenting complaint",13,50,"low","low",62.9779647433749,8.2483422459893,51.1462891640523,3.58333333333334,-10.08,-7.06636363636363,55.8993207244065,54.7296224973856
"68",25,1,"A5","Asthma","Acute asthma, FB inhalation, viral induced wheeze, lung cancer, bronchitis, epiglottitis",0.73,"5,4,4,1,2,3",6,5,"Acute excerbation of asthma, viral induced wheeze, inhaled foreign body","5,4,2",8,7,0.19,0,72,"Disability and Exposure, spent most of time doing B. Would give salbutamol","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]","V1.0.0.0","V1.0.0.0",72.08,"14m 18s","11/09/2023 13:17",1,"No","AS",1,1,6,3,5,5,2,2,-3,7,0.9,807,Inf,807,4,51,48,19,"1
0
1
1
1
0
1
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
1
0
1
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0","451
0
508
648
641
0
100
0
57
0
0
0
0
0
0
0
0
0
0
844
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
114
211
293
0
388
0
433
0
0
0
159
427
504
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
278
0
281
563
0
0
0
0
0
0
179
0
0
0
0
0
0
0","1
0
1
1
1
0
1
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
1
0
1
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
0
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0",7,8,4,2,12,2,5,4,4,0.285714285714286,3,1,0.25,0,2,"ask about pain
history of presenting complaint",13,38,"high","low",44.1508950771342,13.6762678911441,25.3517195767196,5.1229076092705,3.32352941176471,6.55567226890757,11.5124807987711,30.4746271859901
