participantID,trialNum,stage,stageName,trueCondition,requestedTests,likelihoodChange,uniqueTests,pastTests,currentTests,possibleTest,proportionOfInfo,testNames,numOfDifferentials,confidence,perceivedDifficulty,highestSeverity,highestLikelihood,likelihoods,severities,sevOfHighestLikelihood,treatmentPlan,differentials,correct,correctDiagnosisText,correctDiagnosisIdx,highestLikelihoodValue,highestLikelihoodDifferential,highestLikelihoodCorrect
vz8t6j,3,3,Testing,AORTIC DISSECTION,3,0,3,0,3,10,0.3,"ECG, Chest XRay, Abdominal CT Scan",1,0.68,6,1,1,1,1,1,Not Provided,HEART FAILURE,0,0,0,1,HEART FAILURE,0
vz8t6j,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,5,0,5,0,5,6,0.833333333,"Present Illness History, Social History, Past Medical History, Family History, Medication",3,0.29,8,3,8,"7, 8, 7","3, 2, 2",2,Not Provided,"SAH, MENINGITIS, ENCEPHALITIS",1,MENINGITIS,2,8,MENINGITIS,1
vz8t6j,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,4,0,4,0,4,13,0.307692308,"Assess Eyes, Assess Head, Neurologic Exam Record, Measure Temperature",3,0.6,8,3,9,"6, 9, 8","3, 2, 2",2,Not Provided,"SAH, MENINGITIS, ENCEPHALITIS",1,MENINGITIS,2,9,MENINGITIS,1
vz8t6j,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,5,0,5,0,5,10,0.5,"CRP and ESR, Venous Blood Gas, FBC, Clotting Test, Other Biochemistry Tests",1,0.66,8,3,6,6,3,3,Not Provided,SAH,0,0,0,6,SAH,0
vz8t6j,5,1,Patient History,MILIARY TB,4,0,4,0,4,6,0.666666667,"Present Illness History, Past Medical History, Medication, Social History",4,0.04,9,2,8,"7, 7, 8, 3","2, 2, 2, 2",2,Not Provided,"MALIGNANCY, ATYPICAL OPPORTUNISTIC INFECTION, PCP, DISCITIS",0,0,0,8,PCP,0
vz8t6j,5,2,Physical Exmination,MILIARY TB,2,0,2,0,2,13,0.153846154,"Neurologic Exam Record, Assess Extremities",5,0.02,9,3,8,"7, 7, 8, 3, 4","2, 2, 2, 2, 3",2,Not Provided,"MALIGNANCY, ATYPICAL OPPORTUNISTIC INFECTION, PCP, DISCITIS, GUILLAIN BARRRE",0,0,0,8,PCP,0
vz8t6j,5,3,Testing,MILIARY TB,8,0,8,0,8,10,0.8,"Other Biochemistry Tests, Urine Dipstick, Chest XRay, Abdominal CT Scan, UREA and Electrolytes, Venous Blood Gas, ECG, FBC",2,0.02,9,2,7,"7, 4","2, 2",2,Not Provided,"ATYPICAL OPPORTUNISTIC INFECTION, PCP",0,0,0,7,ATYPICAL OPPORTUNISTIC INFECTION,0
vz8t6j,6,1,Patient History,GUILLAINBARRE SYNDROME,1,0,1,0,1,6,0.166666667,Present Illness History,4,0.04,7,3,6,"4, 3, 6, 5","2, 2, 3, 2",3,Not Provided,"TIA, PROLAPSED DISC, CAUDA EQUINA, PERIPHERAL NEUROPATHY",1,CAUDA EQUINA,3,6,CAUDA EQUINA,1
vz8t6j,6,2,Physical Exmination,GUILLAINBARRE SYNDROME,2,0,2,0,2,13,0.153846154,"Neurologic Exam Record, Assess Extremities",6,0.09,7,3,6,"4, 3, 6, 5, 4, 4","2, 2, 3, 2, 2, 2",3,Not Provided,"TIA, PROLAPSED DISC, CAUDA EQUINA, PERIPHERAL NEUROPATHY, BROWNSEQUARD SYNDROME, SYRINGOMYELIA",1,CAUDA EQUINA,3,6,CAUDA EQUINA,1
vz8t6j,6,3,Testing,GUILLAINBARRE SYNDROME,6,0,6,0,6,10,0.6,"FBC, Clotting Test, Urine Dipstick, CRP and ESR, Venous Blood Gas, Chest XRay",6,0.08,7,3,6,"4, 3, 6, 5, 4, 4","2, 2, 3, 2, 2, 2",3,Not Provided,"TIA, PROLAPSED DISC, CAUDA EQUINA, PERIPHERAL NEUROPATHY, BROWNSEQUARD SYNDROME, SYRINGOMYELIA",1,CAUDA EQUINA,3,6,CAUDA EQUINA,1
w2ckbm,1,1,Patient History,TEMPORAL ARTERITIS,6,0,5,0,5,6,0.833333333,"Present Illness History, Medication, Past Medical History, Allergies, Family History",3,0.32,8,1,8,"8, 8, 8","0, 0, 1",0,Not Provided,"MUSCULOSKELETAL PAIN, RHEUMATOID ARTHRITIS, POLY MYALGIA RHEUMATICA",1,POLY MYALGIA RHEUMATICA,3,8,"MUSCULOSKELETAL PAIN, RHEUMATOID ARTHRITIS, POLY MYALGIA RHEUMATICA",1
w2ckbm,1,2,Physical Exmination,TEMPORAL ARTERITIS,8,0,8,0,8,13,0.615384615,"Measure Temperature, Measure Blood Pressure, Assess Respiratory Rate, Auscultate Lungs, Assess Eyes, Neck/Throat Examination, Auscultate the Heart, Abdomen Examination",5,0.67,8,2,9,"8, 8, 8, 9, 6","0, 0, 1, 0, 2",0,Not Provided,"MUSCULOSKELETAL PAIN, RHEUMATOID ARTHRITIS, POLY MYALGIA RHEUMATICA, ANAEMIA, INFECTION",1,POLY MYALGIA RHEUMATICA,3,9,ANAEMIA,0
w2ckbm,1,3,Testing,TEMPORAL ARTERITIS,9,0,8,0,8,10,0.8,"UREA and Electrolytes, CRP and ESR, FBC, Abdominal CT Scan, ECG, Clotting Test, Other Biochemistry Tests, Urine Dipstick",5,0.38,8,2,9,"8, 8, 8, 9, 9","0, 0, 1, 0, 2",0,Not Provided,"MUSCULOSKELETAL PAIN, RHEUMATOID ARTHRITIS, POLY MYALGIA RHEUMATICA, ANAEMIA, INFECTION",1,POLY MYALGIA RHEUMATICA,3,9,"ANAEMIA, INFECTION",0
w2ckbm,2,1,Patient History,AORTIC DISSECTION,5,0,5,0,5,6,0.833333333,"Allergies, Medication, Past Medical History, Family History, Present Illness History",2,0.75,2,3,9,"9, 2","2, 3",2,Not Provided,"HEART FAILURE, PULMONARY EMBOLI",1,PULMONARY EMBOLI,2,9,HEART FAILURE,0
w2ckbm,2,2,Physical Exmination,AORTIC DISSECTION,4,0,4,0,4,13,0.307692308,"Measure Blood Pressure, Assess Respiratory Rate, Auscultate Lungs, Auscultate the Heart",2,0.89,2,3,10,"10, 2","2, 3",2,Not Provided,"HEART FAILURE, PULMONARY EMBOLI",1,PULMONARY EMBOLI,2,10,HEART FAILURE,0
w2ckbm,2,3,Testing,AORTIC DISSECTION,1,0,1,0,1,10,0.1,Chest X-Ray,2,0.99,2,3,10,"10, 2","2, 3",2,"Heart failure tx 
Commerce furosemide iv 
Then review medications 
Do an ECHO
Then give mediations such as acei or arb for modifying HFrRF","HEART FAILURE, PULMONARY EMBOLI",1,PULMONARY EMBOLI,2,10,HEART FAILURE,0
w2ckbm,3,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,5,0,5,0,5,6,0.833333333,"Past Medical History, Social History, Medication, Present Illness History, Allergies",2,0.5,3,3,8,"8, 6","3, 1",3,Not Provided,"TRANSIENT ISCHEMIC ATTACK, INTOXICATION",0,0,0,8,TRANSIENT ISCHEMIC ATTACK,0
w2ckbm,3,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,13,0.461538462,"Assess Eyes, Neurologic Exam Record, Take Pulse, Assess Head, Auscultate the Heart, Assess Extremities",2,0.33,3,3,8,"8, 2","3, 1",3,Not Provided,"TRANSIENT ISCHEMIC ATTACK, INTOXICATION",0,0,0,8,TRANSIENT ISCHEMIC ATTACK,0
w2ckbm,3,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,10,0,10,0,10,10,1,"CRP and ESR, FBC, Other Biochemistry Tests, Abdominal CT Scan, UREA and Electrolytes, Chest X-Ray, Urine Dipstick, ECG, Clotting Test, Venous Blood Gas",4,0.23,3,3,8,"8, 2, 3, 6","3, 1, 0, 2",3,Not Provided,"TRANSIENT ISCHEMIC ATTACK, INTOXICATION, ANAEMIA, ACUTE KIDNEY INJURY",0,0,0,8,TRANSIENT ISCHEMIC ATTACK,0
w2ckbm,4,1,Patient History,GUILLAINBARRE SYNDROME,6,0,6,0,6,6,1,"Past Medical History, Present Illness History, Medication, Allergies, Social History, Family History",4,0.45,4,3,9,"2, 7, 9, 4","3, 2, 1, 1",1,Not Provided,"TRANSIENT ISCHEMIC ATTACK, GUILLIAN BARRE SYNDROME, SCIATICA, NEURO DEGENERATIVE CONDITION",1,GUILLIAN BARRE SYNDROME,2,9,SCIATICA,0
w2ckbm,4,2,Physical Exmination,GUILLAINBARRE SYNDROME,8,0,6,0,6,13,0.461538462,"Neurologic Exam Record, Abdomen Examination, Auscultate the Heart, Rectal Examination, Neck/Throat Examination, Assess Eyes",5,0.75,4,3,9,"2, 7, 9, 4, 9","3, 2, 1, 1, 0",1,Not Provided,"TRANSIENT ISCHEMIC ATTACK, GUILLIAN BARRE SYNDROME, SCIATICA, NEURO DEGENERATIVE CONDITION, LOWER LIMB LESION OR PALSY",1,GUILLIAN BARRE SYNDROME,2,9,"SCIATICA, LOWER LIMB LESION OR PALSY",0
w2ckbm,4,3,Testing,GUILLAINBARRE SYNDROME,3,0,3,0,3,10,0.3,"CRP and ESR, Abdominal CT Scan, Urine Dipstick",5,0.51,4,3,9,"2, 1, 9, 4, 9","3, 2, 1, 1, 0",1,Not Provided,"TRANSIENT ISCHEMIC ATTACK, GUILLIAN BARRE SYNDROME, SCIATICA, NEURO DEGENERATIVE CONDITION, LOWER LIMB LESION OR PALSY",1,GUILLIAN BARRE SYNDROME,2,9,"SCIATICA, LOWER LIMB LESION OR PALSY",0
w2ckbm,5,1,Patient History,MILIARY TB,3,0,3,0,3,6,0.5,"Present Illness History, Past Medical History, Medication",3,0.12,7,3,8,"7, 8, 6","3, 3, 0",3,Not Provided,"CANCER OF BREAST, LYMPHOMA, ANAEMIA",1,LYMPHOMA,2,8,LYMPHOMA,1
w2ckbm,5,2,Physical Exmination,MILIARY TB,10,0,10,1,9,13,0.692307692,"Abdomen Examination, Assess Extremities, Assess Eyes, Auscultate the Heart, Neck/Throat Examination, Social History, Measure Blood Pressure, Neurologic Exam Record, Assess Head, Auscultate Lungs",5,1,7,3,10,"7, 8, 6, 3, 10","3, 3, 0, 1, 3",3,"MDT discussion 
Cancer pathway 
2 week wait 
Lobectomy if required or palliative if inoperable ","CANCER OF BREAST, LYMPHOMA, ANAEMIA, PNEUMONIA, LUNG CANCER",1,LYMPHOMA,2,10,LUNG CANCER,0
w2ckbm,5,3,Testing,MILIARY TB,5,0,5,2,3,10,0.3,"Medication, Present Illness History, Chest X-Ray, FBC, Abdominal CT Scan",7,0.7,7,3,10,"7, 8, 6, 3, 10, 9, 6","3, 3, 0, 1, 3, 3, 1",3,Not Provided,"CANCER OF BREAST, LYMPHOMA, ANAEMIA, PNEUMONIA, LUNG CANCER, LIVER CANCER, LIVER CIRRHOSIS",1,LYMPHOMA,2,10,LUNG CANCER,0
w2ckbm,6,1,Patient History,ULCERATIVE COLITIS,2,0,2,0,2,6,0.333333333,"Present Illness History, Family History",3,0.63,2,2,9,"9, 2, 6","2, 0, 2",2,Not Provided,"DIVERTICULITIS, IBD, COLORECTAL CANCER",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
w2ckbm,6,2,Physical Exmination,ULCERATIVE COLITIS,3,0,3,0,3,13,0.230769231,"Abdomen Examination, Rectal Examination, Measure Blood Pressure",3,0.87,2,2,10,"10, 2, 6","2, 0, 2",2,"Treat for diverticulitis 
Rehydrate 
Antibiotics 
Surgery if perforation of bowel suspected ","DIVERTICULITIS, IBD, COLORECTAL CANCER",1,DIVERTICULITIS,1,10,DIVERTICULITIS,1
w2ckbm,6,3,Testing,ULCERATIVE COLITIS,2,0,2,0,2,10,0.2,"Abdominal CT Scan, Chest X-Ray",3,0.94,2,2,10,"10, 2, 6","2, 0, 2",2,"Treat for diverticulitis 
ABX  /- surgery for perforation ","DIVERTICULITIS, IBD, COLORECTAL CANCER",1,DIVERTICULITIS,1,10,DIVERTICULITIS,1
w47cnj,1,1,Patient History,ULCERATIVE COLITIS,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Family History, Social History, Allergies",4,0.33,3,2,9,"7, 9, 7, 4","2, 1, 2, 1",1,Not Provided,"C. DIFFICILE INFECTION, DIVERTICULITIS, E. COLI INFECTION, IBS",1,DIVERTICULITIS,2,9,DIVERTICULITIS,1
w47cnj,1,2,Physical Exmination,ULCERATIVE COLITIS,7,0,7,0,7,13,0.538461538,"Measure Temperature, Rectal Examination, Abdomen Examination, Assess Respiratory Rate, Take Pulse, Measure Blood Pressure, Assess Extremities",5,0.64,3,2,9,"7, 9, 7, 4, 8","2, 1, 2, 1, 2",1,Not Provided,"C. DIFFICILE INFECTION, DIVERTICULITIS, E. COLI INFECTION, IBS, SEPSIS",1,DIVERTICULITIS,2,9,DIVERTICULITIS,1
w47cnj,1,3,Testing,ULCERATIVE COLITIS,4,0,4,0,4,10,0.4,"CRP and ESR, FBC, UREA and Electrolytes, Other Biochemistry Tests",5,0.7,3,2,9,"7, 9, 7, 4, 8","2, 1, 2, 1, 2",1,Not Provided,"C. DIFFICILE INFECTION, DIVERTICULITIS, E. COLI INFECTION, IBS, SEPSIS",1,DIVERTICULITIS,2,9,DIVERTICULITIS,1
w47cnj,2,1,Patient History,TEMPORAL ARTERITIS,9,0,6,0,6,6,1,"Present Illness History, Social History, Family History, Allergies, Medication, Past Medical History",3,0.2,7,1,9,"7, 8, 9","1, 1, 1",1,Not Provided,"INFECTION, LYME DISEASE, POLYMYALGIA RHEUMATICA",1,POLYMYALGIA RHEUMATICA,3,9,POLYMYALGIA RHEUMATICA,1
w47cnj,2,2,Physical Exmination,TEMPORAL ARTERITIS,10,0,10,0,10,13,0.769230769,"Measure Temperature, Neurologic Exam Record, Assess Extremities, Auscultate the Heart, Take Pulse, Assess Respiratory Rate, Assess Eyes, Auscultate Lungs, Measure Blood Pressure, Abdomen Examination",3,0.52,7,1,9,"7, 8, 9","1, 1, 1",1,Not Provided,"INFECTION, LYME DISEASE, POLYMYALGIA RHEUMATICA",1,POLYMYALGIA RHEUMATICA,3,9,POLYMYALGIA RHEUMATICA,1
w47cnj,2,3,Testing,TEMPORAL ARTERITIS,4,0,4,0,4,10,0.4,"CRP and ESR, Urine Dipstick, FBC, UREA and Electrolytes",3,0.42,7,1,9,"7, 8, 9","1, 1, 1",1,Would test for ,"INFECTION, LYME DISEASE, POLYMYALGIA RHEUMATICA",1,POLYMYALGIA RHEUMATICA,3,9,POLYMYALGIA RHEUMATICA,1
w47cnj,3,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,6,1,"Past Medical History, Present Illness History, Social History, Allergies, Medication, Family History",3,0.67,5,3,9,"2, 5, 9","0, 3, 3",3,Not Provided,"MIGRAINE WITH AURA, SUBARRACHNOID HAEMORRHAGE, MENINGITIS",1,MENINGITIS,3,9,MENINGITIS,1
w47cnj,3,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,8,0,8,0,8,13,0.615384615,"Measure Temperature, Neurologic Exam Record, Measure Blood Pressure, Assess Eyes, Assess Head, Take Pulse, Assess Extremities, Assess Respiratory Rate",3,0.55,5,3,9,"2, 5, 9","0, 3, 3",3,Not Provided,"MIGRAINE WITH AURA, SUBARRACHNOID HAEMORRHAGE, MENINGITIS",1,MENINGITIS,3,9,MENINGITIS,1
w47cnj,3,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,10,0.6,"CRP and ESR, ECG, UREA and Electrolytes, Venous Blood Gas, FBC, Other Biochemistry Tests",3,0.4,5,3,9,"2, 8, 9","0, 3, 3",3,Not Provided,"MIGRAINE WITH AURA, SUBARRACHNOID HAEMORRHAGE, MENINGITIS",1,MENINGITIS,3,9,MENINGITIS,1
w47cnj,4,1,Patient History,AORTIC DISSECTION,7,0,6,0,6,6,1,"Present Illness History, Family History, Past Medical History, Social History, Allergies, Medication",3,0.38,4,3,9,"8, 9, 7","1, 3, 3",3,Not Provided,"PERICARDITIS, ACUTE CORONARY SYNDROME, PULMONARY EMBOLISM",0,0,0,9,ACUTE CORONARY SYNDROME,0
w47cnj,4,2,Physical Exmination,AORTIC DISSECTION,4,0,4,0,4,13,0.307692308,"Measure Temperature, Auscultate the Heart, Assess Respiratory Rate, Assess Extremities",4,0.44,4,3,9,"8, 9, 7, 8","1, 3, 3, 2",3,Not Provided,"PERICARDITIS, ACUTE CORONARY SYNDROME, PULMONARY EMBOLISM, COARACTATION OF THE AORTA",1,COARACTATION OF THE AORTA,4,9,ACUTE CORONARY SYNDROME,0
w47cnj,4,3,Testing,AORTIC DISSECTION,5,0,5,0,5,10,0.5,"ECG, Chest XRay, Abdominal CT Scan, CRP and ESR, FBC",4,0.31,4,3,9,"8, 9, 7, 8","1, 3, 3, 2",3,Not Provided,"PERICARDITIS, ACUTE CORONARY SYNDROME, PULMONARY EMBOLISM, COARACTATION OF THE AORTA",1,COARACTATION OF THE AORTA,4,9,ACUTE CORONARY SYNDROME,0
w47cnj,5,1,Patient History,GUILLAINBARRE SYNDROME,2,0,2,0,2,6,0.333333333,"Past Medical History, Present Illness History",2,0.1,8,3,7,"7, 4","3, 1",3,Not Provided,"LACUNAR STROKE, FUNCTIONAL NEUROLOGICAL DISORDER",0,0,0,7,LACUNAR STROKE,0
w47cnj,5,2,Physical Exmination,GUILLAINBARRE SYNDROME,7,0,7,0,7,13,0.538461538,"Neurologic Exam Record, Assess Extremities, Measure Blood Pressure, Take Pulse, Assess Head, Measure Temperature, Assess Respiratory Rate",3,0.28,8,3,7,"7, 4, 2","3, 1, 2",3,Not Provided,"LACUNAR STROKE, FUNCTIONAL NEUROLOGICAL DISORDER, GUILLAIN BARRE SYNDROME",1,GUILLAIN BARRE SYNDROME,3,7,LACUNAR STROKE,0
w47cnj,5,3,Testing,GUILLAINBARRE SYNDROME,5,0,5,0,5,10,0.5,"CRP and ESR, UREA and Electrolytes, FBC, Venous Blood Gas, Other Biochemistry Tests",3,0.18,8,3,7,"7, 4, 2","3, 1, 2",3,Not Provided,"LACUNAR STROKE, FUNCTIONAL NEUROLOGICAL DISORDER, GUILLAIN BARRE SYNDROME",1,GUILLAIN BARRE SYNDROME,3,7,LACUNAR STROKE,0
w47cnj,6,1,Patient History,MILIARY TB,0,0,0,0,0,6,0,,1,0.21,7,2,6,6,2,2,Not Provided,GUILLAIN BARRE SYNDROME,0,0,0,6,GUILLAIN BARRE SYNDROME,0
w47cnj,6,2,Physical Exmination,MILIARY TB,9,0,9,5,4,13,0.307692308,"Present Illness History, Family History, Past Medical History, Social History, Allergies, Neurologic Exam Record, Measure Blood Pressure, Assess Head, Assess Extremities",1,0.17,7,2,6,6,2,2,Not Provided,GUILLAIN BARRE SYNDROME,0,0,0,6,GUILLAIN BARRE SYNDROME,0
w47cnj,6,3,Testing,MILIARY TB,2,0,2,0,2,10,0.2,"ECG, CRP and ESR",1,0.32,7,2,5,5,2,2,Not Provided,GUILLAIN BARRE SYNDROME,0,0,0,5,GUILLAIN BARRE SYNDROME,0
wj6x34,1,1,Patient History,TEMPORAL ARTERITIS,13,0,6,0,6,6,1,"Family History, Medication, Social History, Present Illness History, Past Medical History, Allergies",4,0.25,7,2,8,"8, 4, 7, 4","2, 1, 1, 0",2,Not Provided,"INFECTIOUS ARTHRITIS, ZOLLINGER-ELLISON SYNDROME, H. PYLORI INFECTION, POLYMYALGIA RHEUMATICA",0,0,0,8,INFECTIOUS ARTHRITIS,1
wj6x34,1,2,Physical Exmination,TEMPORAL ARTERITIS,8,0,8,0,8,13,0.615384615,"Measure Temperature, Assess Eyes, Neurologic Exam Record, Auscultate the Heart, Auscultate Lungs, Assess Extremities, Neck/Throat Examination, Assess Head",5,0.41,7,2,9,"8, 4, 7, 4, 9","2, 1, 1, 0, 1",1,Not Provided,"INFECTIOUS ARTHRITIS, ZOLLINGER-ELLISON SYNDROME, H. PYLORI INFECTION, POLYMYALGIA RHEUMATICA, RHEUMATOID ARTHRITIS",1,RHEUMATOID ARTHRITIS,5,9,RHEUMATOID ARTHRITIS,1
wj6x34,1,3,Testing,TEMPORAL ARTERITIS,3,0,3,0,3,10,0.3,"CRP and ESR, FBC, Urine Dipstick",5,0.68,7,2,9,"8, 4, 7, 4, 9","2, 1, 1, 0, 1",1,"Symptomatic pain relief with paracetamol, will also help with pyrexia.
Further testing: rheumatoid factors and anti-CCP antibodies, X-ray and/or MRI of joints involved. 
Referral to rheumatologist for possible treatment with DMARDs or biologic treatments. 

","INFECTIOUS ARTHRITIS, ZOLLINGER-ELLISON SYNDROME, H. PYLORI INFECTION, POLYMYALGIA RHEUMATICA, RHEUMATOID ARTHRITIS",1,RHEUMATOID ARTHRITIS,5,9,RHEUMATOID ARTHRITIS,1
wj6x34,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Social History, Allergies, Family History, Medication",4,0.35,4,3,9,"9, 4, 4, 4","3, 2, 2, 2",3,Not Provided,"ENCEPHALITIS, MENINGITIS, STROKE, INTRACRANIAL HAEMMORHAGE",1,MENINGITIS,2,9,ENCEPHALITIS,0
wj6x34,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,8,0,7,0,7,13,0.538461538,"Neurologic Exam Record, Measure Temperature, Auscultate Lungs, Neck/Throat Examination, Assess Eyes, Assess Head, Assess Extremities",4,0.37,4,3,9,"9, 4, 4, 4","3, 2, 2, 2",3,Not Provided,"ENCEPHALITIS, MENINGITIS, STROKE, INTRACRANIAL HAEMMORHAGE",1,MENINGITIS,2,9,ENCEPHALITIS,0
wj6x34,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,4,0,4,0,4,10,0.4,"Urine Dipstick, CRP and ESR, FBC, Other Biochemistry Tests",4,0.56,4,3,9,"9, 4, 4, 4","3, 2, 2, 2",3,"Further testing: Lumbar puncture, CT scan
Definitive treatment is treating cause of encephalitis ?UTI - initially start on aciclovir IV for herpes simplex cover. Also prescribe benzylpenicillin for possible meningitis diagnosis.  
Symptomatic treatment: IV fluids, painkillers, dexamethasone. ","ENCEPHALITIS, MENINGITIS, STROKE, INTRACRANIAL HAEMMORHAGE",1,MENINGITIS,2,9,ENCEPHALITIS,0
wj6x34,3,1,Patient History,AORTIC DISSECTION,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Social History, Medication, Allergies, Family History",4,0.34,6,2,8,"2, 8, 7, 4","2, 2, 2, 1",2,Not Provided,"TUBERCULOSIS, SQUAMOUS CELL CARCINOMA, ADENOCARCINOMA, COPD",0,0,0,8,SQUAMOUS CELL CARCINOMA,0
wj6x34,3,2,Physical Exmination,AORTIC DISSECTION,5,0,5,0,5,13,0.384615385,"Measure Temperature, Auscultate Lungs, Auscultate the Heart, Take Pulse, Measure Blood Pressure",5,0.31,6,2,9,"2, 8, 7, 4, 9","2, 2, 2, 1, 2",2,Not Provided,"TUBERCULOSIS, SQUAMOUS CELL CARCINOMA, ADENOCARCINOMA, COPD, AORTIC STENOSIS",0,0,0,9,AORTIC STENOSIS,0
wj6x34,3,3,Testing,AORTIC DISSECTION,11,0,9,6,3,10,0.3,"Chest X-Ray, FBC, Present Illness History, Past Medical History, Medication, Family History, Social History, Allergies, ECG",6,0.72,6,2,10,"2, 8, 7, 4, 9, 10","2, 2, 2, 1, 2, 2",2,"Start on IV furosemide 80mg, keep monitoring U Es. 
Schedule ECHO. 
Follow-up Chest x-ray.
Start on Aspirin, check troponins. ","TUBERCULOSIS, SQUAMOUS CELL CARCINOMA, ADENOCARCINOMA, COPD, AORTIC STENOSIS, AORTIC STENOSIS CAUSING LEFT VENTRICULAR DYSFUNCTION",0,0,0,10,AORTIC STENOSIS CAUSING LEFT VENTRICULAR DYSFUNCTION,0
wj6x34,4,1,Patient History,MILIARY TB,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Allergies, Social History, Family History",1,0.59,8,2,9,9,2,2,Not Provided,ACUTE MYELOID LEUKAEMIA,0,0,0,9,ACUTE MYELOID LEUKAEMIA,0
wj6x34,4,2,Physical Exmination,MILIARY TB,6,0,6,0,6,13,0.461538462,"Assess Eyes, Measure Temperature, Assess Respiratory Rate, Assess Extremities, Neck/Throat Examination, Abdomen Examination",1,0.65,8,2,9,9,2,2,Not Provided,ACUTE MYELOID LEUKAEMIA,0,0,0,9,ACUTE MYELOID LEUKAEMIA,0
wj6x34,4,3,Testing,MILIARY TB,5,0,5,0,5,10,0.5,"FBC, Clotting Test, Chest X-Ray, Abdominal CT Scan, Other Biochemistry Tests",1,0.57,8,2,9,9,2,2,"Referral to haemato-pathologist and haematologist - treatment plan ?chemotherapy, ?radiotherapy. 
Further bone marrow biopsy and testing after referral to haematologist.",ACUTE MYELOID LEUKAEMIA,0,0,0,9,ACUTE MYELOID LEUKAEMIA,0
wj6x34,5,1,Patient History,ULCERATIVE COLITIS,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Allergies, Family History, Social History",2,0.4,7,2,9,"4, 9","1, 2",2,Not Provided,"DIVERTICULITIS, COLORECTAL CANCER",1,DIVERTICULITIS,1,9,COLORECTAL CANCER,0
wj6x34,5,2,Physical Exmination,ULCERATIVE COLITIS,7,0,7,0,7,13,0.538461538,"Rectal Examination, Abdomen Examination, Measure Temperature, Auscultate Lungs, Auscultate the Heart, Neck/Throat Examination, Assess Extremities",2,0.62,7,2,9,"4, 9","1, 2",2,Not Provided,"DIVERTICULITIS, COLORECTAL CANCER",1,DIVERTICULITIS,1,9,COLORECTAL CANCER,0
wj6x34,5,3,Testing,ULCERATIVE COLITIS,5,0,5,2,3,10,0.3,"Abdominal CT Scan, FBC, CRP and ESR, Rectal Examination, Present Illness History",2,0.61,7,2,9,"9, 9","2, 2",2,"Symptomatic pain relief, fluids. 

Further investigations: colonoscopy - further treatment if required by epinephrine injection or electrocautery to stop bleeding. ","DIVERTICULITIS, COLORECTAL CANCER",1,DIVERTICULITIS,1,9,"DIVERTICULITIS, COLORECTAL CANCER",1
wj6x34,6,1,Patient History,GUILLAINBARRE SYNDROME,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Family History, Social History, Allergies",2,0.56,4,2,9,"9, 7","2, 1",2,Not Provided,"MULTIPLE MYELOMA, GUILLAIN-BARRE SYNDROME",1,GUILLAIN-BARRE SYNDROME,2,9,MULTIPLE MYELOMA,0
wj6x34,6,2,Physical Exmination,GUILLAINBARRE SYNDROME,8,0,8,0,8,13,0.615384615,"Neurologic Exam Record, Assess Head, Assess Eyes, Assess Extremities, Rectal Examination, Auscultate Lungs, Abdomen Examination, Auscultate the Heart",2,0.56,4,2,9,"9, 7","2, 1",2,Not Provided,"MULTIPLE MYELOMA, GUILLAIN-BARRE SYNDROME",1,GUILLAIN-BARRE SYNDROME,2,9,MULTIPLE MYELOMA,0
wj6x34,6,3,Testing,GUILLAINBARRE SYNDROME,12,0,10,0,10,10,1,"Urine Dipstick, Chest X-Ray, Abdominal CT Scan, FBC, Clotting Test, ECG, UREA and Electrolytes, CRP and ESR, Venous Blood Gas, Other Biochemistry Tests",2,0.56,4,2,9,"9, 7","2, 1",2,"Further scanning: CT/MRI
Further investigations: Blood tests (immunoglobulins), Bence jones proteins in urine, bone marrow biopsy.","MULTIPLE MYELOMA, GUILLAIN-BARRE SYNDROME",1,GUILLAIN-BARRE SYNDROME,2,9,MULTIPLE MYELOMA,0
