participantID,trialNum,stage,stageName,trueCondition,differentials,correct,correctDiagnosisText,correctDiagnosisIdx,highestLikelihoodValue,highestLikelihoodDifferential,highestLikelihoodCorrect
rtc3x8,1,1,Patient History,ULCERATIVE COLITIS,"MALIGNANCY, IBD, GASTROENTERITIS",0,0,0,7,MALIGNANCY,0
rtc3x8,1,2,Physical Exmination,ULCERATIVE COLITIS,"MALIGNANCY, IBD, GASTROENTERITIS, DIVERTICULITIS",1,DIVERTICULITIS,4,8,DIVERTICULITIS,1
rtc3x8,1,3,Testing,ULCERATIVE COLITIS,"MALIGNANCY, IBD, GASTROENTERITIS, DIVERTICULITIS",1,DIVERTICULITIS,4,9,IBD,0
rtc3x8,2,1,Patient History,GUILLAIN-BARRE SYNDROME,"CVA, SPINAL CORD COMPRESSION",0,0,0,7,CVA,0
rtc3x8,2,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"CVA, SPINAL CORD COMPRESSION, TRANSVERSE MYELITIS",0,0,0,8,TRANSVERSE MYELITIS,0
rtc3x8,2,3,Testing,GUILLAIN-BARRE SYNDROME,"CVA, SPINAL CORD COMPRESSION, TRANSVERSE MYELITIS",0,0,0,8,TRANSVERSE MYELITIS,0
rtc3x8,3,1,Patient History,MILIARY TB,"ACUTE MYELOID LEUKAEMIA, LYMPHOMA",1,LYMPHOMA,2,7,ACUTE MYELOID LEUKAEMIA,0
rtc3x8,3,2,Physical Exmination,MILIARY TB,"ACUTE MYELOID LEUKAEMIA, LYMPHOMA",1,LYMPHOMA,2,9,ACUTE MYELOID LEUKAEMIA,0
rtc3x8,3,3,Testing,MILIARY TB,"ACUTE MYELOID LEUKAEMIA, LYMPHOMA",1,LYMPHOMA,2,9,ACUTE MYELOID LEUKAEMIA,0
rtc3x8,4,1,Patient History,AORTIC DISSECTION,"ACS, EXACERBATION OF COPD, PNEUMONIA",0,0,0,6,"EXACERBATION OF COPD, PNEUMONIA",0
rtc3x8,4,2,Physical Exmination,AORTIC DISSECTION,"ACS, EXACERBATION OF COPD, PNEUMONIA, LUNG CA",0,0,0,7,EXACERBATION OF COPD,0
rtc3x8,4,3,Testing,AORTIC DISSECTION,"ACS, EXACERBATION OF COPD, PNEUMONIA, LUNG CA",0,0,0,7,"ACS, EXACERBATION OF COPD",0
rtc3x8,5,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"SUBARACHNOID, MENINGITIS, ENCEPHALITIS, MIGRAINE",1,MENINGITIS,2,8,SUBARACHNOID,0
rtc3x8,5,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"SUBARACHNOID, MENINGITIS, ENCEPHALITIS, MIGRAINE",1,MENINGITIS,2,9,SUBARACHNOID,0
rtc3x8,5,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"SUBARACHNOID, MENINGITIS, ENCEPHALITIS, MIGRAINE",1,MENINGITIS,2,9,SUBARACHNOID,0
rtc3x8,6,1,Patient History,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, REACTIVE ARTHRITI",1,RHEUMATOID ARTHRITIS,1,7,"RHEUMATOID ARTHRITIS, REACTIVE ARTHRITI",1
rtc3x8,6,2,Physical Exmination,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, REACTIVE ARTHRITI, POLYMYALGIA RHEUMATICA",1,RHEUMATOID ARTHRITIS,1,7,"RHEUMATOID ARTHRITIS, REACTIVE ARTHRITI, POLYMYALGIA RHEUMATICA",1
rtc3x8,6,3,Testing,TEMPORAL ARTERITIS,"RHEUMATOID ARTHRITIS, REACTIVE ARTHRITI, POLYMYALGIA RHEUMATICA",1,RHEUMATOID ARTHRITIS,1,9,POLYMYALGIA RHEUMATICA,1
rzwckv,1,1,Patient History,MILIARY TB,NEUTROPENIC SEPSIS,0,0,0,7,NEUTROPENIC SEPSIS,0
rzwckv,1,2,Physical Exmination,MILIARY TB,"NEUTROPENIC SEPSIS, PNEUMONIA, VASCULITIS, LYMPHOMA",1,LYMPHOMA,4,9,LYMPHOMA,1
rzwckv,1,3,Testing,MILIARY TB,"NEUTROPENIC SEPSIS, PNEUMONIA, VASCULITIS, LYMPHOMA, CRYOGLOBULINAEMIA, EMPYEMA, HEART FAILURE",1,LYMPHOMA,4,9,LYMPHOMA,1
rzwckv,2,1,Patient History,AORTIC DISSECTION,"TUBERCULOSIS, AORTIC DISSECTION, HEART FAILURE, LUNG CANCER, PERICARDITIS",1,AORTIC DISSECTION,2,8,LUNG CANCER,0
rzwckv,2,2,Physical Exmination,AORTIC DISSECTION,"TUBERCULOSIS, AORTIC DISSECTION, HEART FAILURE, LUNG CANCER, PERICARDITIS, AORTIC STENOSIS",1,AORTIC DISSECTION,2,9,AORTIC STENOSIS,0
rzwckv,2,3,Testing,AORTIC DISSECTION,"TUBERCULOSIS, AORTIC DISSECTION, HEART FAILURE, LUNG CANCER, PERICARDITIS, AORTIC STENOSIS",1,AORTIC DISSECTION,2,9,AORTIC STENOSIS,0
rzwckv,3,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULITIS, BOWEL CANCER, RECTAL VARICES, HAEMORRHOIDS, IBD, INFECTIVE COLITIS",1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
rzwckv,3,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULITIS, BOWEL CANCER, RECTAL VARICES, HAEMORRHOIDS, IBD, INFECTIVE COLITIS",1,DIVERTICULITIS,1,10,DIVERTICULITIS,1
rzwckv,3,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS, BOWEL CANCER, RECTAL VARICES, HAEMORRHOIDS, IBD, INFECTIVE COLITIS",1,DIVERTICULITIS,1,8,INFECTIVE COLITIS,1
rzwckv,4,1,Patient History,GUILLAIN-BARRE SYNDROME,"STROKE, GUILLAIN BARRE SYNDROME",1,GUILLAIN BARRE SYNDROME,2,8,STROKE,0
rzwckv,4,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"STROKE, GUILLAIN BARRE SYNDROME, SPINAL CORD STENOSIS, ENCEPHALITIS",1,GUILLAIN BARRE SYNDROME,2,8,STROKE,0
rzwckv,4,3,Testing,GUILLAIN-BARRE SYNDROME,"STROKE, GUILLAIN BARRE SYNDROME, SPINAL CORD STENOSIS, ENCEPHALITIS",1,GUILLAIN BARRE SYNDROME,2,9,STROKE,0
rzwckv,5,1,Patient History,TEMPORAL ARTERITIS,"SEPTIC ARTHRITIS, REACTIVE ARTHRITIS, HIV",0,0,0,8,REACTIVE ARTHRITIS,0
rzwckv,5,2,Physical Exmination,TEMPORAL ARTERITIS,"SEPTIC ARTHRITIS, REACTIVE ARTHRITIS, HIV, ANAEMIA, POLYMYALGIA RHEUMATICA",1,POLYMYALGIA RHEUMATICA,5,8,ANAEMIA,0
rzwckv,5,3,Testing,TEMPORAL ARTERITIS,"SEPTIC ARTHRITIS, REACTIVE ARTHRITIS, HIV, ANAEMIA, POLYMYALGIA RHEUMATICA",1,POLYMYALGIA RHEUMATICA,5,8,ANAEMIA,0
rzwckv,6,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"SUBARRACHNOID HAEMORRHAGE, STROKE, TIA, MENINGITIS, ENCEPHALITIS, ILLICIT DRUG USE, ANXIETY",1,MENINGITIS,4,9,"SUBARRACHNOID HAEMORRHAGE, STROKE",0
rzwckv,6,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"SUBARRACHNOID HAEMORRHAGE, STROKE, TIA, MENINGITIS, ENCEPHALITIS, ILLICIT DRUG USE, ANXIETY, AORTIC DISSECTION, AORTIC STENOSIS, COARCTATION OF THE AORTA",1,MENINGITIS,4,9,"SUBARRACHNOID HAEMORRHAGE, STROKE",0
rzwckv,6,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"SUBARRACHNOID HAEMORRHAGE, STROKE, TIA, MENINGITIS, ENCEPHALITIS, ILLICIT DRUG USE, ANXIETY, AORTIC DISSECTION, AORTIC STENOSIS, COARCTATION OF THE AORTA",1,MENINGITIS,4,9,"SUBARRACHNOID HAEMORRHAGE, STROKE",0
s2pdcj,1,1,Patient History,MILIARY TB,"CLL, CML, AML, MENINGITIS, HODGKIN'S LYMPHOMA, NON-HODGKIN'S LYMPHOMA, PNEUMONIA, LIVER FAILURE",1,HODGKIN'S LYMPHOMA,5,8,CML,0
s2pdcj,1,2,Physical Exmination,MILIARY TB,"CLL, CML, AML, MENINGITIS, HODGKIN'S LYMPHOMA, NON-HODGKIN'S LYMPHOMA, PNEUMONIA, LIVER FAILURE",1,HODGKIN'S LYMPHOMA,5,8,"CML, HODGKIN'S LYMPHOMA",1
s2pdcj,1,3,Testing,MILIARY TB,"CLL, CML, AML, MENINGITIS, HODGKIN'S LYMPHOMA, NON-HODGKIN'S LYMPHOMA, PNEUMONIA, LIVER FAILURE",1,HODGKIN'S LYMPHOMA,5,9,CML,0
s2pdcj,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"SUBARACHNOID HAEMORRHAGE, STROKE, EXTRADURAL HAEMORRHAGE, MIGRAINE, SPACE OCCUPYING LESION, MENINGITIS, ENCEPHALITIS , MENINGOENCEPHALITIS",0,0,0,7,SUBARACHNOID HAEMORRHAGE,0
s2pdcj,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"SUBARACHNOID HAEMORRHAGE, STROKE, EXTRADURAL HAEMORRHAGE, MIGRAINE, SPACE OCCUPYING LESION, MENINGITIS, ENCEPHALITIS, MENINGOENCEPHALITIS",1,MENINGITIS,6,9,ENCEPHALITIS,0
s2pdcj,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"SUBARACHNOID HAEMORRHAGE, STROKE, EXTRADURAL HAEMORRHAGE, MIGRAINE, SPACE OCCUPYING LESION, MENINGITIS, ENCEPHALITIS, MENINGOENCEPHALITIS",1,MENINGITIS,6,9,ENCEPHALITIS,0
s2pdcj,3,1,Patient History,TEMPORAL ARTERITIS,"SEPTIC ARTHRITIS, RHEUMATOID ARTHRITIS, POLYMYALGIA RHEUMATICA, GCA",1,POLYMYALGIA RHEUMATICA,3,8,POLYMYALGIA RHEUMATICA,1
s2pdcj,3,2,Physical Exmination,TEMPORAL ARTERITIS,"SEPTIC ARTHRITIS, RHEUMATOID ARTHRITIS, POLYMYALGIA RHEUMATICA, GCA",1,POLYMYALGIA RHEUMATICA,3,9,"POLYMYALGIA RHEUMATICA, GCA",1
s2pdcj,3,3,Testing,TEMPORAL ARTERITIS,"SEPTIC ARTHRITIS, RHEUMATOID ARTHRITIS, POLYMYALGIA RHEUMATICA, GCA",1,POLYMYALGIA RHEUMATICA,3,9,"POLYMYALGIA RHEUMATICA, GCA",1
s2pdcj,4,1,Patient History,AORTIC DISSECTION,"HEART FAILURE, ENDOCARDITIS, PERICARDITIS, STABLE ANGINA, UNSTABLE ANGINA, SILENT MI, PE, MYOCARDITIS",0,0,0,8,HEART FAILURE,0
s2pdcj,4,2,Physical Exmination,AORTIC DISSECTION,"HEART FAILURE, ENDOCARDITIS, PERICARDITIS, STABLE ANGINA, UNSTABLE ANGINA, SILENT MI, PE, MYOCARDITIS",0,0,0,8,ENDOCARDITIS,0
s2pdcj,4,3,Testing,AORTIC DISSECTION,"HEART FAILURE, ENDOCARDITIS, PERICARDITIS, STABLE ANGINA, UNSTABLE ANGINA, SILENT MI, PE, MYOCARDITIS",0,0,0,9,ENDOCARDITIS,0
s2pdcj,5,1,Patient History,GUILLAIN-BARRE SYNDROME,"STROKE, GUILLAIN BARRE, TIA, CEREBRAL ABSCESS, ENCEPHALITIS",1,GUILLAIN BARRE,2,8,STROKE,0
s2pdcj,5,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"STROKE, GUILLAIN BARRE, TIA, CEREBRAL ABSCESS, ENCEPHALITIS",1,GUILLAIN BARRE,2,7,GUILLAIN BARRE,1
s2pdcj,5,3,Testing,GUILLAIN-BARRE SYNDROME,"STROKE, GUILLAIN BARRE, TIA, CEREBRAL ABSCESS, ENCEPHALITIS",1,GUILLAIN BARRE,2,7,GUILLAIN BARRE,1
s2pdcj,6,1,Patient History,ULCERATIVE COLITIS,"DIVERTICULITIS, GI INFECTION, BOWEL CANCER, ULCERATIVE COLITIS",1,ULCERATIVE COLITIS,4,9,DIVERTICULITIS,1
s2pdcj,6,2,Physical Exmination,ULCERATIVE COLITIS,"DIVERTICULITIS, GI INFECTION, BOWEL CANCER, ULCERATIVE COLITIS",1,ULCERATIVE COLITIS,4,9,DIVERTICULITIS,1
s2pdcj,6,3,Testing,ULCERATIVE COLITIS,"DIVERTICULITIS, GI INFECTION, BOWEL CANCER, ULCERATIVE COLITIS",1,ULCERATIVE COLITIS,4,8,"DIVERTICULITIS, ULCERATIVE COLITIS",1
s8c6kp,1,1,Patient History,GUILLAINBARRE SYNDROME,"GUILLAN BARRE SYNDROME, SPINAL CORD COMPRESSION",1,GUILLAN BARRE SYNDROME,1,6,GUILLAN BARRE SYNDROME,1
s8c6kp,1,2,Physical Exmination,GUILLAINBARRE SYNDROME,"GUILLAN BARRE SYNDROME, SPINAL CORD COMPRESSION",1,GUILLAN BARRE SYNDROME,1,9,GUILLAN BARRE SYNDROME,1
s8c6kp,1,3,Testing,GUILLAINBARRE SYNDROME,"GUILLAN BARRE SYNDROME, SPINAL CORD COMPRESSION",1,GUILLAN BARRE SYNDROME,1,9,GUILLAN BARRE SYNDROME,1
s8c6kp,2,1,Patient History,AORTIC DISSECTION,"ANGINA, PULMONARY EMBIOLISM, PERICARDITIS, AORTIC DISSECTION",1,AORTIC DISSECTION,4,7,"ANGINA, PULMONARY EMBIOLISM",1
s8c6kp,2,2,Physical Exmination,AORTIC DISSECTION,"ANGINA, PULMONARY EMBIOLISM, PERICARDITIS, AORTIC DISSECTION, AORTIC STENOSIS, HEART FAILURE",1,AORTIC DISSECTION,4,7,AORTIC STENOSIS,0
s8c6kp,2,3,Testing,AORTIC DISSECTION,"ANGINA, PULMONARY EMBIOLISM, PERICARDITIS, AORTIC DISSECTION, AORTIC STENOSIS, HEART FAILURE, LUNG ABSCESSINFECTION, INTERSTITIAL LUNG DISEASESUPPORATIVE LUNG DISEASE",1,AORTIC DISSECTION,4,8,INTERSTITIAL LUNG DISEASESUPPORATIVE LUNG DISEASE,0
s8c6kp,3,1,Patient History,MILIARY TB,"NEUTROPENIC SEPSIS, ACUTE TRANSFORMATION OF HIS MYELODYSPLASIA TO A LEUKAEMIA",0,0,0,8,ACUTE TRANSFORMATION OF HIS MYELODYSPLASIA TO A LEUKAEMIA,0
s8c6kp,3,2,Physical Exmination,MILIARY TB,"NEUTROPENIC SEPSIS, ACUTE TRANSFORMATION OF HIS MYELODYSPLASIA TO A LEUKAEMIA, LYMPHOMA, ABSCESS IN AXILLA",1,LYMPHOMA,3,8,"NEUTROPENIC SEPSIS, LYMPHOMA",1
s8c6kp,3,3,Testing,MILIARY TB,"NEUTROPENIC SEPSIS, ACUTE TRANSFORMATION OF HIS MYELODYSPLASIA TO A LEUKAEMIA, LYMPHOMA, ABSCESS IN AXILLA, EMPYEMA",1,LYMPHOMA,3,6,"ACUTE TRANSFORMATION OF HIS MYELODYSPLASIA TO A LEUKAEMIA, LYMPHOMA, EMPYEMA",1
s8c6kp,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, ENCEPHALITIS, INTRACRANIAL BLEED, INTRACRANIAL MASS",1,MENINGITIS,1,7,"MENINGITIS, ENCEPHALITIS",1
s8c6kp,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, ENCEPHALITIS, INTRACRANIAL BLEED, INTRACRANIAL MASS",1,MENINGITIS,1,7,"MENINGITIS, ENCEPHALITIS",1
s8c6kp,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"MENINGITIS, ENCEPHALITIS, INTRACRANIAL BLEED, INTRACRANIAL MASS, INFECTIVE ENDOCARDITIS",1,MENINGITIS,1,8,INFECTIVE ENDOCARDITIS,0
s8c6kp,5,1,Patient History,TEMPORAL ARTERITIS,"INFLAMMATORY ARTHRITIS (E.G RHEUMATOID OR SPA), VASCULITIS, INFLAMMATORY BOWEL DISEASE (CROHN'S)",1,INFLAMMATORY ARTHRITIS (E.G RHEUMATOID OR SPA),1,7,"INFLAMMATORY ARTHRITIS (E.G RHEUMATOID OR SPA), VASCULITIS",1
s8c6kp,5,2,Physical Exmination,TEMPORAL ARTERITIS,"INFLAMMATORY ARTHRITIS (E.G RHEUMATOID OR SPA), VASCULITIS, INFLAMMATORY BOWEL DISEASE (CROHN'S), LARGE VESSEL VASCULITIS  GCA",1,LARGE VESSEL VASCULITIS  GCA,4,9,LARGE VESSEL VASCULITIS  GCA,1
s8c6kp,5,3,Testing,TEMPORAL ARTERITIS,"INFLAMMATORY ARTHRITIS (E.G RHEUMATOID OR SPA), VASCULITIS, INFLAMMATORY BOWEL DISEASE (CROHN'S), LARGE VESSEL VASCULITIS  GCA, NA",1,LARGE VESSEL VASCULITIS  GCA,4,10,LARGE VESSEL VASCULITIS  GCA,1
s8c6kp,6,1,Patient History,ULCERATIVE COLITIS,DIVERTICULITIS,1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
s8c6kp,6,2,Physical Exmination,ULCERATIVE COLITIS,DIVERTICULITIS,1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
s8c6kp,6,3,Testing,ULCERATIVE COLITIS,DIVERTICULITIS,1,DIVERTICULITIS,1,9,DIVERTICULITIS,1
sbvht6,1,1,Patient History,ULCERATIVE COLITIS,"ULCERATIVE COLITIS, DIVERTICULITIS, APPENDICITIS, GI INFECTION, COLORECTAL CANCER, VOLVULUS",1,ULCERATIVE COLITIS,1,9,DIVERTICULITIS,1
sbvht6,1,2,Physical Exmination,ULCERATIVE COLITIS,"ULCERATIVE COLITIS, DIVERTICULITIS, GI INFECTION, COLORECTAL CANCER",1,ULCERATIVE COLITIS,1,9,DIVERTICULITIS,1
sbvht6,1,3,Testing,ULCERATIVE COLITIS,"ULCERATIVE COLITIS, DIVERTICULITIS, GI INFECTION",1,ULCERATIVE COLITIS,1,9,DIVERTICULITIS,1
sbvht6,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, BRAIN TUMOUR, MENINGITIS",1,MENINGITIS,3,9,MENINGITIS,1
sbvht6,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, BRAIN TUMOUR, MENINGITIS",1,MENINGITIS,1,9,STROKE,0
sbvht6,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,MENINGITIS,1,MENINGITIS,1,9,MENINGITIS,1
sbvht6,3,1,Patient History,GUILLAIN-BARRE SYNDROME,"CAUDA EQUINA, REACTIVE ARTHRITIS, SLIPPED DISC, SPONDYLARTHROPATHY, GUILLIAN-BARRE SYNDROME",1,GUILLIAN-BARRE SYNDROME,3,8,SLIPPED DISC,0
sbvht6,3,2,Physical Exmination,GUILLAIN-BARRE SYNDROME,"CAUDA EQUINA, SLIPPED DISC, GUILLIAN-BARRE SYNDROME",1,GUILLIAN-BARRE SYNDROME,1,8,CAUDA EQUINA,1
sbvht6,3,3,Testing,GUILLAIN-BARRE SYNDROME,GUILLIAN-BARRE SYNDROME,1,GUILLIAN-BARRE SYNDROME,1,8,GUILLIAN-BARRE SYNDROME,1
sbvht6,4,1,Patient History,AORTIC DISSECTION,"LUNG CANCER, PULMONARY EMBOLISM, PULMONARY FIBROSIS, PLEURAL EFFUSION, PULMONARY OEDEMA",0,0,0,8,LUNG CANCER,0
sbvht6,4,2,Physical Exmination,AORTIC DISSECTION,"LUNG CANCER, PULMONARY EMBOLISM, COARCTATION OF THE AROTA",1,COARCTATION OF THE AROTA,3,8,"LUNG CANCER, COARCTATION OF THE AROTA",1
sbvht6,4,3,Testing,AORTIC DISSECTION,"COARCTATION OF THE AROTA, HEART FAILURE",1,COARCTATION OF THE AROTA,1,8,HEART FAILURE,0
sbvht6,5,1,Patient History,TEMPORAL ARTERITIS,"RHEUMATIC FEVER, SPONDYLARTHROPATHY",0,0,0,7,RHEUMATIC FEVER,0
sbvht6,5,2,Physical Exmination,TEMPORAL ARTERITIS,"RHEUMATIC FEVER, SPONDYLARTHROPATHY, VASCULITIS",0,0,0,7,RHEUMATIC FEVER,0
sbvht6,5,3,Testing,TEMPORAL ARTERITIS,VASCULITIS,0,0,0,7,VASCULITIS,0
sbvht6,6,1,Patient History,MILIARY TB,LEUKAEMIA,0,0,0,7,LEUKAEMIA,0
sbvht6,6,2,Physical Exmination,MILIARY TB,LEUKAEMIA,0,0,0,7,LEUKAEMIA,0
sbvht6,6,3,Testing,MILIARY TB,CHRONIC LYMPHOCYTIC LEUKAEMIA,0,0,0,9,CHRONIC LYMPHOCYTIC LEUKAEMIA,0
srf3l2,1,1,Patient History,AORTIC DISSECTION,"ACUTE HEART FAILURE, ANGINA, CORONARY HEART DISEASE, EXACERBATION OF COPD",0,0,0,8,ACUTE HEART FAILURE,0
srf3l2,1,2,Physical Exmination,AORTIC DISSECTION,"ACUTE HEART FAILURE, ANGINA, CORONARY HEART DISEASE, EXACERBATION OF COPD",0,0,0,8,ACUTE HEART FAILURE,0
srf3l2,1,3,Testing,AORTIC DISSECTION,"ACUTE HEART FAILURE, ANGINA, CORONARY HEART DISEASE, EXACERBATION OF COPD",0,0,0,9,ACUTE HEART FAILURE,0
srf3l2,2,1,Patient History,GUILLAINBARRE SYNDROME,"GUILLIAN BARRE SYNDROME, STROKE",1,GUILLIAN BARRE SYNDROME,1,7,GUILLIAN BARRE SYNDROME,1
srf3l2,2,2,Physical Exmination,GUILLAINBARRE SYNDROME,"GUILLIAN BARRE SYNDROME, STROKE",1,GUILLIAN BARRE SYNDROME,1,8,GUILLIAN BARRE SYNDROME,1
srf3l2,2,3,Testing,GUILLAINBARRE SYNDROME,"GUILLIAN BARRE SYNDROME, STROKE",1,GUILLIAN BARRE SYNDROME,1,8,GUILLIAN BARRE SYNDROME,1
srf3l2,3,1,Patient History,MILIARY TB,"NEUTROPENIC SEPSIS, LYMPHOMA",1,LYMPHOMA,2,9,NEUTROPENIC SEPSIS,0
srf3l2,3,2,Physical Exmination,MILIARY TB,"NEUTROPENIC SEPSIS, LYMPHOMA",1,LYMPHOMA,2,9,NEUTROPENIC SEPSIS,0
srf3l2,3,3,Testing,MILIARY TB,"NEUTROPENIC SEPSIS, LYMPHOMA, SEPSIS",1,LYMPHOMA,2,9,SEPSIS,0
srf3l2,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, TRANSIENT ISCHAEMIC ATTACK, MENINGITIS, BRAIN ABSCESS, FUNCTIONAL#",0,0,0,7,MENINGITIS,1
srf3l2,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, TRANSIENT ISCHAEMIC ATTACK, MENINGITIS, BRAIN ABSCESS, FUNCTIONAL#",0,0,0,7,MENINGITIS,1
srf3l2,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"STROKE, TRANSIENT ISCHAEMIC ATTACK, MENINGITIS, BRAIN ABSCESS, FUNCTIONAL#",0,0,0,7,MENINGITIS,1
srf3l2,5,1,Patient History,TEMPORAL ARTERITIS,SLE,0,0,0,2,SLE,0
srf3l2,5,2,Physical Exmination,TEMPORAL ARTERITIS,"SLE, POLYMYALGIA RHEUMATICA",1,POLYMYALGIA RHEUMATICA,2,7,POLYMYALGIA RHEUMATICA,1
srf3l2,5,3,Testing,TEMPORAL ARTERITIS,"SLE, POLYMYALGIA RHEUMATICA",1,POLYMYALGIA RHEUMATICA,2,9,POLYMYALGIA RHEUMATICA,1
srf3l2,6,1,Patient History,ULCERATIVE COLITIS,DIVERTICULITIS,1,DIVERTICULITIS,1,7,DIVERTICULITIS,1
srf3l2,6,2,Physical Exmination,ULCERATIVE COLITIS,DIVERTICULITIS,1,DIVERTICULITIS,1,7,DIVERTICULITIS,1
srf3l2,6,3,Testing,ULCERATIVE COLITIS,DIVERTICULITIS,1,DIVERTICULITIS,1,7,DIVERTICULITIS,1
sz5k4r,1,1,Patient History,TEMPORAL ARTERITIS,"VASCULITIS E.G. GIANT CELL ARTERITIS, INFLAMMATORY ARTHROPATHY E.G. RHEUMATOID ARTHRITIS, SYSTEMIC LUPUS ERYTHEMATOSUS, VIRAL INFECTION E.G. PARVOVIRUS",1,VASCULITIS E.G. GIANT CELL ARTERITIS,1,7,VASCULITIS E.G. GIANT CELL ARTERITIS,1
sz5k4r,1,2,Physical Exmination,TEMPORAL ARTERITIS,"VASCULITIS E.G. GIANT CELL ARTERITIS, INFLAMMATORY ARTHROPATHY E.G. RHEUMATOID ARTHRITIS, SYSTEMIC LUPUS ERYTHEMATOSUS, VIRAL INFECTION E.G. PARVOVIRUS",1,VASCULITIS E.G. GIANT CELL ARTERITIS,1,10,VASCULITIS E.G. GIANT CELL ARTERITIS,1
sz5k4r,1,3,Testing,TEMPORAL ARTERITIS,"VASCULITIS E.G. GIANT CELL ARTERITIS, INFLAMMATORY ARTHROPATHY E.G. RHEUMATOID ARTHRITIS, SYSTEMIC LUPUS ERYTHEMATOSUS, VIRAL INFECTION E.G. PARVOVIRUS",1,VASCULITIS E.G. GIANT CELL ARTERITIS,1,10,VASCULITIS E.G. GIANT CELL ARTERITIS,1
sz5k4r,2,1,Patient History,MILIARY TB,"ACUTE MYELOID LEUKAEMIA, LYMPHOMA",1,LYMPHOMA,2,8,ACUTE MYELOID LEUKAEMIA,0
sz5k4r,2,2,Physical Exmination,MILIARY TB,"ACUTE MYELOID LEUKAEMIA, LYMPHOMA, METASTATIC CANCER WITH LIVER INFILTRATION",1,LYMPHOMA,2,8,ACUTE MYELOID LEUKAEMIA,0
sz5k4r,2,3,Testing,MILIARY TB,"ACUTE MYELOID LEUKAEMIA, LYMPHOMA, METASTATIC CANCER WITH LIVER INFILTRATION, LUNG CANCER WITH LIVER METASTASES AND MALIGNANT EFFUSION",1,LYMPHOMA,2,8,ACUTE MYELOID LEUKAEMIA,0
sz5k4r,3,1,Patient History,AORTIC DISSECTION,"HEART FAILURE, ANGINA, PNEUMONIA, PULMONARY EMBOLUS, AORTIC DISSECTION",1,AORTIC DISSECTION,5,8,"HEART FAILURE, ANGINA",0
sz5k4r,3,2,Physical Exmination,AORTIC DISSECTION,"HEART FAILURE, ANGINA, PNEUMONIA, PULMONARY EMBOLUS, AORTIC DISSECTION, AORTIC STENOSIS",1,AORTIC DISSECTION,5,9,AORTIC DISSECTION,1
sz5k4r,3,3,Testing,AORTIC DISSECTION,"HEART FAILURE, ANGINA, PNEUMONIA, PULMONARY EMBOLUS, AORTIC DISSECTION, AORTIC STENOSIS",1,AORTIC DISSECTION,5,10,AORTIC DISSECTION,1
sz5k4r,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,"BRAIN ABSCESS, STROKE, INTRACRANIAL TUMOUR, MULTIPLE SCLEROSIS, FIRST PRESENTATION",0,0,0,6,STROKE,0
sz5k4r,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,"BRAIN ABSCESS, STROKE, INTRACRANIAL TUMOUR, MULTIPLE SCLEROSIS, FIRST PRESENTATION",0,0,0,6,STROKE,0
sz5k4r,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,"BRAIN ABSCESS, STROKE, INTRACRANIAL TUMOUR, MULTIPLE SCLEROSIS, FIRST PRESENTATION, LYMPHOMA, LEUKAEMIA WITH INTRACRANIAL BLEED",0,0,0,8,INTRACRANIAL TUMOUR,0
